#Data stored on SZ timesteps
#Time	Obs 5	Obs 35	Obs 37	Obs 65
#Unit	100180	1000	0	100180	1000	0	100180	1000	0	100180	1000	0
1980-01-10 00:00:00	64.412	44.484	35.667	27.646
1980-01-17 00:00:00	64.75	44.201	35.803	27.563
1980-01-24 00:00:00	64.765	44.162	35.515	27.368
1980-01-31 00:00:00	64.701	44.306	35.752	27.398
1980-02-07 00:00:00	64.479	44.261	35.532	27.165
1980-02-14 00:00:00	64.831	44.332	35.66	27.457
1980-02-21 00:00:00	64.496	44.21	35.637	27.343
1980-02-28 00:00:00	64.795	44.12	35.524	27.197
1980-03-06 00:00:00	64.76	44.099	35.487	27.163
1980-03-13 00:00:00	64.519	43.931	35.466	27.175
1980-03-20 00:00:00	64.72	43.944	35.332	27.125
1980-03-27 00:00:00	64.799	44.012	35.363	27.165
1980-04-03 00:00:00	64.488	43.853	35.331	26.896
1980-04-10 00:00:00	64.778	43.96	35.471	27.125
1980-04-17 00:00:00	64.768	43.746	35.44	26.902
1980-04-24 00:00:00	64.703	44.054	35.304	26.864
1980-05-01 00:00:00	64.604	43.897	35.332	26.933
1980-05-08 00:00:00	64.635	43.816	35.281	26.893
1980-05-15 00:00:00	64.701	43.616	35.138	26.916
1980-05-22 00:00:00	64.35	43.659	35.052	-999
1980-05-29 00:00:00	64.522	43.662	35.089	-999
1980-06-05 00:00:00	64.312	43.442	35.053	-999
1980-06-12 00:00:00	64.522	43.504	35.221	-999
1980-06-19 00:00:00	64.331	44.013	35.622	-999
1980-06-26 00:00:00	64.364	44.118	35.678	-999
1980-07-03 00:00:00	64.463	43.96	35.632	-999
1980-07-10 00:00:00	64.306	44.038	35.453	-999
1980-07-17 00:00:00	64.358	44.025	35.465	-999
1980-07-24 00:00:00	64.441	43.9	35.417	-999
1980-07-31 00:00:00	64.406	43.717	35.524	-999
1980-08-07 00:00:00	64.455	43.95	35.474	-999
1980-08-14 00:00:00	64.387	43.725	35.578	26.758
1980-08-21 00:00:00	64.439	43.929	35.518	26.661
1980-08-28 00:00:00	64.337	43.816	35.477	26.643
1980-09-04 00:00:00	64.62	44.111	35.499	26.706
1980-09-11 00:00:00	64.384	43.962	35.578	26.781
1980-09-18 00:00:00	64.309	-999	35.633	26.86
1980-09-25 00:00:00	64.354	-999	35.609	26.992
1980-10-02 00:00:00	64.334	-999	35.482	27.262
1980-10-09 00:00:00	64.504	-999	35.73	27.275
1980-10-16 00:00:00	64.56	-999	35.528	27.549
1980-10-23 00:00:00	64.88	-999	35.817	27.232
1980-10-30 00:00:00	64.933	-999	35.564	27.54
1980-11-06 00:00:00	65.003	-999	35.544	27.663
1980-11-13 00:00:00	64.865	-999	35.663	27.516
1980-11-20 00:00:00	65.182	-999	-999	27.696
1980-11-27 00:00:00	64.98	-999	-999	28.075
1980-12-04 00:00:00	63.654	-999	-999	27.119
1980-12-11 00:00:00	63.848	-999	-999	27.067
1980-12-18 00:00:00	64.09	-999	-999	27.383
1980-12-25 00:00:00	63.898	-999	-999	27.364
