#Data stored on MIKE 11 timesteps
#Time	Karup River at Hagebro	Karup River at Karup
#Unit	100001	1800	0	100001	1800	0
1970-11-04 00:00:00	5.59588	2.507
1970-11-04 12:00:00	5.59964	2.50799
1970-11-05 00:00:00	5.67103	2.51474
1970-11-05 12:00:00	5.69403	2.51917
1970-11-06 00:00:00	5.76317	2.52535
1970-11-06 12:00:00	5.78504	2.52908
1970-11-07 00:00:00	5.74917	2.52464
1970-11-07 12:00:00	5.7509	2.52579
1970-11-08 00:00:00	5.66577	2.51222
1970-11-08 12:00:00	5.66525	2.51193
1970-11-09 00:00:00	5.59751	2.49751
1970-11-09 12:00:00	5.6103	2.4969
1970-11-10 00:00:00	5.73365	2.48865
1970-11-10 12:00:00	5.79194	2.48802
1970-11-11 00:00:00	5.78738	2.48481
1970-11-11 12:00:00	5.80271	2.48689
1970-11-12 00:00:00	5.83058	2.49664
1970-11-12 12:00:00	5.83848	2.49748
1970-11-13 00:00:00	5.90277	2.49062
1970-11-13 12:00:00	5.93194	2.49496
1970-11-14 00:00:00	5.98008	2.51356
1970-11-14 12:00:00	6.00341	2.51755
1970-11-15 00:00:00	6.02011	2.5555
1970-11-15 12:00:00	6.02557	2.55434
1970-11-16 00:00:00	5.96483	2.56354
1970-11-16 12:00:00	5.95566	2.55287
1970-11-17 00:00:00	5.87657	2.53878
1970-11-17 12:00:00	5.88537	2.53921
1970-11-18 00:00:00	5.81023	2.52177
1970-11-18 12:00:00	5.8141	2.51943
1970-11-19 00:00:00	5.75045	2.49212
1970-11-19 12:00:00	5.75386	2.49171
1970-11-20 00:00:00	5.76836	2.48223
1970-11-20 12:00:00	5.78297	2.48309
1970-11-21 00:00:00	5.80614	2.47841
1970-11-21 12:00:00	5.8181	2.47703
1970-11-22 00:00:00	5.82366	2.47477
1970-11-22 12:00:00	5.83127	2.47464
1970-11-23 00:00:00	5.81518	2.47037
1970-11-23 12:00:00	5.81646	2.46844
1970-11-24 00:00:00	5.76948	2.45512
1970-11-24 12:00:00	5.77069	2.45512
1970-11-25 00:00:00	5.725	2.44082
1970-11-25 12:00:00	5.72381	2.43927
1970-11-26 00:00:00	5.67948	2.42507
1970-11-26 12:00:00	5.68032	2.42694
1970-11-27 00:00:00	5.64852	2.41591
1970-11-27 12:00:00	5.64665	2.41648
1970-11-28 00:00:00	5.62335	2.40275
1970-11-28 12:00:00	5.62108	2.40231
1970-11-29 00:00:00	5.59938	2.39197
1970-11-29 12:00:00	5.59606	2.3903
1970-11-30 00:00:00	5.59062	2.38507
1970-11-30 12:00:00	5.62712	2.38659
1970-12-01 00:00:00	5.73773	2.38864
1970-12-01 12:00:00	5.82474	2.39607
1970-12-02 00:00:00	5.97669	2.43039
1970-12-02 12:00:00	6.0603	2.45891
1970-12-03 00:00:00	6.09337	2.49733
1970-12-03 12:00:00	6.11504	2.5143
1970-12-04 00:00:00	6.24049	2.53693
1970-12-04 12:00:00	6.32199	2.55206
1970-12-05 00:00:00	6.26969	2.56525
1970-12-05 12:00:00	6.27456	2.57014
1970-12-06 00:00:00	6.37064	2.58366
1970-12-06 12:00:00	6.39252	2.58968
1970-12-07 00:00:00	6.35944	2.58394
1970-12-07 12:00:00	6.36273	2.58696
1970-12-08 00:00:00	6.44797	2.59891
1970-12-08 12:00:00	6.46621	2.60295
1970-12-09 00:00:00	6.38399	2.59881
1970-12-09 12:00:00	6.3853	2.60261
1970-12-10 00:00:00	6.2987	2.59276
1970-12-10 12:00:00	6.29703	2.59523
1970-12-11 00:00:00	6.18349	2.56166
1970-12-11 12:00:00	6.18689	2.56622
1970-12-12 00:00:00	6.1287	2.55712
1970-12-12 12:00:00	6.1297	2.55938
1970-12-13 00:00:00	6.07636	2.54174
1970-12-13 12:00:00	6.08022	2.54528
1970-12-14 00:00:00	6.03972	2.52842
1970-12-14 12:00:00	6.04017	2.53048
1970-12-15 00:00:00	6.0622	2.51953
1970-12-15 12:00:00	6.079	2.52709
1970-12-16 00:00:00	6.04349	2.51898
1970-12-16 12:00:00	6.04308	2.51996
1970-12-17 00:00:00	6.01175	2.51068
1970-12-17 12:00:00	6.00879	2.50929
1970-12-18 00:00:00	5.99551	2.50012
1970-12-18 12:00:00	5.99286	2.49951
1970-12-19 00:00:00	5.99153	2.49397
1970-12-19 12:00:00	6.00052	2.50108
1970-12-20 00:00:00	5.99634	2.50497
1970-12-20 12:00:00	5.99452	2.50509
1970-12-21 00:00:00	6.00266	2.49999
1970-12-21 12:00:00	6.00276	2.49988
1970-12-22 00:00:00	6.00202	2.50635
1970-12-22 12:00:00	6.00203	2.5064
1970-12-23 00:00:00	5.9996	2.51225
1970-12-23 12:00:00	5.99552	2.5118
1970-12-24 00:00:00	5.97612	2.50654
1970-12-24 12:00:00	5.97483	2.50811
1970-12-25 00:00:00	5.94786	2.51065
1970-12-25 12:00:00	5.94211	2.51029
1970-12-26 00:00:00	5.92522	2.50118
1970-12-26 12:00:00	5.92255	2.50161
1970-12-27 00:00:00	5.90931	2.49683
1970-12-27 12:00:00	5.90728	2.49801
1970-12-28 00:00:00	5.87989	2.4966
1970-12-28 12:00:00	5.87264	2.49607
1970-12-29 00:00:00	5.86348	2.49491
1970-12-29 12:00:00	5.86065	2.49578
1970-12-30 00:00:00	5.85433	2.4979
1970-12-30 12:00:00	5.84954	2.49785
1970-12-31 00:00:00	5.85297	2.50268
1970-12-31 12:00:00	5.85038	2.50394
1971-01-01 00:00:00	5.8414	2.50207
1971-01-01 12:00:00	5.84026	2.5046
1971-01-02 00:00:00	5.84303	2.50311
1971-01-02 12:00:00	5.84452	2.50512
1971-01-03 00:00:00	5.84514	2.50823
1971-01-03 12:00:00	5.84197	2.50885
1971-01-04 00:00:00	5.83727	2.50498
1971-01-04 12:00:00	5.83592	2.50722
1971-01-05 00:00:00	5.82535	2.50444
1971-01-05 12:00:00	5.82157	2.50519
1971-01-06 00:00:00	5.83769	2.50778
1971-01-06 12:00:00	5.83668	2.50927
1971-01-07 00:00:00	5.91677	2.50914
1971-01-07 12:00:00	5.92938	2.51428
1971-01-08 00:00:00	5.93433	2.52186
1971-01-08 12:00:00	5.93509	2.52444
