Karup potential evapotranspiration
Time	Pot. Evap.
Unit	100387	2004	3
1972-11-13 00:00:00	0.168
1972-11-14 00:00:00	0.624
1972-11-15 00:00:00	0.48
1972-11-16 00:00:00	0.36
1972-11-17 00:00:00	0.288
1972-11-18 00:00:00	0.504
1972-11-19 00:00:00	0.432
1972-11-20 00:00:00	0.12
1972-11-21 00:00:00	0.12
1972-11-22 00:00:00	0.264
1972-11-23 00:00:00	0.336
1972-11-24 00:00:00	0.312
1972-11-25 00:00:00	0.24
1972-11-26 00:00:00	0.192
1972-11-27 00:00:00	0.12
1972-11-28 00:00:00	0.12
1972-11-29 00:00:00	0.168
1972-11-30 00:00:00	0.12
1972-12-01 00:00:00	0.336
1972-12-02 00:00:00	0.096
1972-12-03 00:00:00	0.096
1972-12-04 00:00:00	0.216
1972-12-05 00:00:00	0.336
1972-12-06 00:00:00	0.096
1972-12-07 00:00:00	0.528
1972-12-08 00:00:00	0.072
1972-12-09 00:00:00	0.072
1972-12-10 00:00:00	0.432
1972-12-11 00:00:00	0.192
1972-12-12 00:00:00	0.072
1972-12-13 00:00:00	0.072
1972-12-14 00:00:00	0.072
1972-12-15 00:00:00	0.096
1972-12-16 00:00:00	0.072
1972-12-17 00:00:00	0.096
1972-12-18 00:00:00	0.072
1972-12-19 00:00:00	0.072
1972-12-20 00:00:00	0.168
1972-12-21 00:00:00	0.072
1972-12-22 00:00:00	0.168
1972-12-23 00:00:00	0.096
1972-12-24 00:00:00	0.432
1972-12-25 00:00:00	0.384
1972-12-26 00:00:00	0.072
1972-12-27 00:00:00	0.072
1972-12-28 00:00:00	0.072
1972-12-29 00:00:00	0.48
1972-12-30 00:00:00	0.384
1972-12-31 00:00:00	0.456
1973-01-01 00:00:00	0.024
1973-01-02 00:00:00	0.072
1973-01-03 00:00:00	0.528
1973-01-04 00:00:00	0.192
1973-01-05 00:00:00	0.072
1973-01-06 00:00:00	0.072
1973-01-07 00:00:00	0.072
1973-01-08 00:00:00	0.312
1973-01-09 00:00:00	0.072
1973-01-10 00:00:00	0.264
1973-01-11 00:00:00	0.192
1973-01-12 00:00:00	0.072
1973-01-13 00:00:00	0.072
1973-01-14 00:00:00	0.072
1973-01-15 00:00:00	0.072
1973-01-16 00:00:00	0.096
1973-01-17 00:00:00	0.096
1973-01-18 00:00:00	0.096
1973-01-19 00:00:00	0.096
1973-01-20 00:00:00	0.192
1973-01-21 00:00:00	0.096
1973-01-22 00:00:00	0.096
1973-01-23 00:00:00	0.096
1973-01-24 00:00:00	0.096
1973-01-25 00:00:00	0.096
1973-01-26 00:00:00	0.12
1973-01-27 00:00:00	0.12
1973-01-28 00:00:00	0.816
1973-01-29 00:00:00	0.288
1973-01-30 00:00:00	0.12
1973-01-31 00:00:00	0.36
1973-02-01 00:00:00	0.336
1973-02-02 00:00:00	0.168
1973-02-03 00:00:00	0.192
1973-02-04 00:00:00	0.216
1973-02-05 00:00:00	0.216
1973-02-06 00:00:00	0.216
1973-02-07 00:00:00	0.768
1973-02-08 00:00:00	0.288
1973-02-09 00:00:00	0.456
1973-02-10 00:00:00	0.384
1973-02-11 00:00:00	0.792
1973-02-12 00:00:00	0.216
1973-02-13 00:00:00	0.216
1973-02-14 00:00:00	0.696
1973-02-15 00:00:00	0.696
1973-02-16 00:00:00	0.192
1973-02-17 00:00:00	0.24
1973-02-18 00:00:00	0.24
1973-02-19 00:00:00	0.264
1973-02-20 00:00:00	0.288
1973-02-21 00:00:00	0.864
1973-02-22 00:00:00	0.96
1973-02-23 00:00:00	0.768
1973-02-24 00:00:00	0.744
1973-02-25 00:00:00	0.672
1973-02-26 00:00:00	1.128
1973-02-27 00:00:00	1.344
1973-02-28 00:00:00	0.432
1973-03-01 00:00:00	1.2
1973-03-02 00:00:00	0.984
1973-03-03 00:00:00	0.36
1973-03-04 00:00:00	0.72
1973-03-05 00:00:00	1.392
1973-03-06 00:00:00	0.912
1973-03-07 00:00:00	1.608
1973-03-08 00:00:00	1.632
1973-03-09 00:00:00	1.392
1973-03-10 00:00:00	1.44
1973-03-11 00:00:00	1.68
1973-03-12 00:00:00	1.56
1973-03-13 00:00:00	1.704
1973-03-14 00:00:00	1.32
1973-03-15 00:00:00	0.768
1973-03-16 00:00:00	0.48
1973-03-17 00:00:00	0.528
1973-03-18 00:00:00	2.304
1973-03-19 00:00:00	2.064
1973-03-20 00:00:00	0.792
1973-03-21 00:00:00	2.064
1973-03-22 00:00:00	2.088
1973-03-23 00:00:00	2.448
1973-03-24 00:00:00	2.304
1973-03-25 00:00:00	1.368
1973-03-26 00:00:00	2.136
1973-03-27 00:00:00	0.576
1973-03-28 00:00:00	0.576
1973-03-29 00:00:00	2.184
1973-03-30 00:00:00	2.208
1973-03-31 00:00:00	2.088
1973-04-01 00:00:00	1.272
1973-04-02 00:00:00	1.2
1973-04-03 00:00:00	1.92
1973-04-04 00:00:00	1.152
1973-04-05 00:00:00	1.632
1973-04-06 00:00:00	1.44
1973-04-07 00:00:00	2.016
1973-04-08 00:00:00	2.088
1973-04-09 00:00:00	2.328
1973-04-10 00:00:00	2.04
1973-04-11 00:00:00	1.392
1973-04-12 00:00:00	2.112
1973-04-13 00:00:00	2.592
1973-04-14 00:00:00	1.32
1973-04-15 00:00:00	2.904
1973-04-16 00:00:00	1.032
1973-04-17 00:00:00	3
1973-04-18 00:00:00	2.832
1973-04-19 00:00:00	1.848
1973-04-20 00:00:00	2.064
1973-04-21 00:00:00	1.92
1973-04-22 00:00:00	3.168
1973-04-23 00:00:00	3.36
1973-04-24 00:00:00	2.376
1973-04-25 00:00:00	1.416
1973-04-26 00:00:00	3.144
1973-04-27 00:00:00	1.608
1973-04-28 00:00:00	2.304
1973-04-29 00:00:00	1.44
1973-04-30 00:00:00	3.24
1973-05-01 00:00:00	1.92
1973-05-02 00:00:00	3.84
1973-05-03 00:00:00	3.528
1973-05-04 00:00:00	2.28
1973-05-05 00:00:00	2.088
1973-05-06 00:00:00	1.752
1973-05-07 00:00:00	1.584
1973-05-08 00:00:00	2.04
1973-05-09 00:00:00	2.472
1973-05-10 00:00:00	1.8
1973-05-11 00:00:00	2.808
1973-05-12 00:00:00	1.896
1973-05-13 00:00:00	1.32
1973-05-14 00:00:00	2.928
1973-05-15 00:00:00	3.792
1973-05-16 00:00:00	3.984
1973-05-17 00:00:00	4.2
1973-05-18 00:00:00	3.192
1973-05-19 00:00:00	3.672
1973-05-20 00:00:00	3.216
1973-05-21 00:00:00	2.04
1973-05-22 00:00:00	4.104
1973-05-23 00:00:00	2.184
1973-05-24 00:00:00	2.088
1973-05-25 00:00:00	2.616
1973-05-26 00:00:00	3.36
1973-05-27 00:00:00	3.216
1973-05-28 00:00:00	4.848
1973-05-29 00:00:00	5.256
1973-05-30 00:00:00	2.376
1973-05-31 00:00:00	1.704
1973-06-01 00:00:00	2.424
1973-06-02 00:00:00	1.608
1973-06-03 00:00:00	4.152
1973-06-04 00:00:00	3.792
1973-06-05 00:00:00	3.36
1973-06-06 00:00:00	5.016
1973-06-07 00:00:00	5.208
1973-06-08 00:00:00	4.056
1973-06-09 00:00:00	3.912
1973-06-10 00:00:00	2.976
1973-06-11 00:00:00	2.352
1973-06-12 00:00:00	2.688
1973-06-13 00:00:00	3.24
1973-06-14 00:00:00	3.744
1973-06-15 00:00:00	4.68
1973-06-16 00:00:00	4.704
1973-06-17 00:00:00	3.168
1973-06-18 00:00:00	4.296
1973-06-19 00:00:00	5.616
1973-06-20 00:00:00	5.088
1973-06-21 00:00:00	5.256
1973-06-22 00:00:00	5.688
1973-06-23 00:00:00	4.656
1973-06-24 00:00:00	4.296
1973-06-25 00:00:00	4.008
1973-06-26 00:00:00	5.712
1973-06-27 00:00:00	1.848
1973-06-28 00:00:00	1.656
1973-06-29 00:00:00	4.368
1973-06-30 00:00:00	4.416
1973-07-01 00:00:00	4.248
1973-07-02 00:00:00	5.832
1973-07-03 00:00:00	4.176
1973-07-04 00:00:00	5.712
1973-07-05 00:00:00	5.424
1973-07-06 00:00:00	6.024
1973-07-07 00:00:00	4.152
1973-07-08 00:00:00	3.072
1973-07-09 00:00:00	4.272
1973-07-10 00:00:00	3.648
1973-07-11 00:00:00	2.04
1973-07-12 00:00:00	5.136
1973-07-13 00:00:00	1.92
1973-07-14 00:00:00	3.84
1973-07-15 00:00:00	4.704
1973-07-16 00:00:00	4.608
1973-07-17 00:00:00	1.92
1973-07-18 00:00:00	2.712
1973-07-19 00:00:00	2.712
1973-07-20 00:00:00	2.88
1973-07-21 00:00:00	2.112
1973-07-22 00:00:00	4.488
1973-07-23 00:00:00	2.424
1973-07-24 00:00:00	2.328
1973-07-25 00:00:00	3.696
1973-07-26 00:00:00	4.56
1973-07-27 00:00:00	2.904
1973-07-28 00:00:00	4.44
1973-07-29 00:00:00	4.32
1973-07-30 00:00:00	4.488
1973-07-31 00:00:00	4.032
1973-08-01 00:00:00	2.256
1973-08-02 00:00:00	3.792
1973-08-03 00:00:00	4.248
1973-08-04 00:00:00	2.832
1973-08-05 00:00:00	2.52
1973-08-06 00:00:00	3.048
1973-08-07 00:00:00	3.408
1973-08-08 00:00:00	3.48
1973-08-09 00:00:00	2.064
1973-08-10 00:00:00	2.184
1973-08-11 00:00:00	3.528
1973-08-12 00:00:00	4.488
1973-08-13 00:00:00	4.752
1973-08-14 00:00:00	4.776
1973-08-15 00:00:00	4.728
1973-08-16 00:00:00	4.824
1973-08-17 00:00:00	3.96
1973-08-18 00:00:00	4.104
1973-08-19 00:00:00	2.112
1973-08-20 00:00:00	3.048
1973-08-21 00:00:00	4.152
1973-08-22 00:00:00	3.216
1973-08-23 00:00:00	3.432
1973-08-24 00:00:00	2.52
1973-08-25 00:00:00	2.808
1973-08-26 00:00:00	4.032
1973-08-27 00:00:00	3.864
1973-08-28 00:00:00	2.736
1973-08-29 00:00:00	2.976
1973-08-30 00:00:00	1.488
1973-08-31 00:00:00	2.664
1973-09-01 00:00:00	1.536
1973-09-02 00:00:00	2.568
1973-09-03 00:00:00	3.048
1973-09-04 00:00:00	2.016
1973-09-05 00:00:00	1.632
1973-09-06 00:00:00	2.856
1973-09-07 00:00:00	0.96
1973-09-08 00:00:00	2.448
1973-09-09 00:00:00	1.896
1973-09-10 00:00:00	3.312
1973-09-11 00:00:00	2.376
1973-09-12 00:00:00	2.76
1973-09-13 00:00:00	2.88
1973-09-14 00:00:00	2.376
1973-09-15 00:00:00	2.76
1973-09-16 00:00:00	1.872
1973-09-17 00:00:00	1.44
1973-09-18 00:00:00	2.616
1973-09-19 00:00:00	1.248
1973-09-20 00:00:00	1.296
1973-09-21 00:00:00	1.08
1973-09-22 00:00:00	0.744
1973-09-23 00:00:00	1.848
1973-09-24 00:00:00	0.768
1973-09-25 00:00:00	0.672
1973-09-26 00:00:00	2.112
1973-09-27 00:00:00	0.816
1973-09-28 00:00:00	1.272
1973-09-29 00:00:00	0.792
1973-09-30 00:00:00	1.8
1973-10-01 00:00:00	1.752
1973-10-02 00:00:00	0.768
1973-10-03 00:00:00	2.4
1973-10-04 00:00:00	1.8
1973-10-05 00:00:00	1.368
1973-10-06 00:00:00	0.984
1973-10-07 00:00:00	0.48
1973-10-08 00:00:00	0.504
1973-10-09 00:00:00	0.816
1973-10-10 00:00:00	1.368
1973-10-11 00:00:00	1.08
1973-10-12 00:00:00	0.96
1973-10-13 00:00:00	1.608
1973-10-14 00:00:00	0.912
1973-10-15 00:00:00	0.336
1973-10-16 00:00:00	1.2
1973-10-17 00:00:00	1.032
1973-10-18 00:00:00	1.152
1973-10-19 00:00:00	1.104
1973-10-20 00:00:00	1.032
1973-10-21 00:00:00	0.48
1973-10-22 00:00:00	0.744
1973-10-23 00:00:00	0.288
1973-10-24 00:00:00	0.456
1973-10-25 00:00:00	0.36
1973-10-26 00:00:00	0.96
1973-10-27 00:00:00	0.456
1973-10-28 00:00:00	0.288
1973-10-29 00:00:00	0.528
1973-10-30 00:00:00	1.152
1973-10-31 00:00:00	0.744
1973-11-01 00:00:00	0.816
1973-11-02 00:00:00	1.08
1973-11-03 00:00:00	0.456
1973-11-04 00:00:00	1.104
1973-11-05 00:00:00	0.456
1973-11-06 00:00:00	0.6
1973-11-07 00:00:00	0.768
1973-11-08 00:00:00	0.888
1973-11-09 00:00:00	0.216
1973-11-10 00:00:00	0.744
1973-11-11 00:00:00	0.552
1973-11-12 00:00:00	0.24
1973-11-13 00:00:00	0.576
1973-11-14 00:00:00	0.576
1973-11-15 00:00:00	0.192
1973-11-16 00:00:00	0.48
1973-11-17 00:00:00	0.192
1973-11-18 00:00:00	0.216
1973-11-19 00:00:00	0.36
1973-11-20 00:00:00	0.576
1973-11-21 00:00:00	0.672
1973-11-22 00:00:00	0.12
1973-11-23 00:00:00	0.504
1973-11-24 00:00:00	0.12
1973-11-25 00:00:00	0.24
1973-11-26 00:00:00	0.312
1973-11-27 00:00:00	0.24
1973-11-28 00:00:00	0.24
1973-11-29 00:00:00	0.312
1973-11-30 00:00:00	0.264
1973-12-01 00:00:00	0.216
1973-12-02 00:00:00	0.048
1973-12-03 00:00:00	0.096
1973-12-04 00:00:00	0.504
1973-12-05 00:00:00	0.552
1973-12-06 00:00:00	0.168
1973-12-07 00:00:00	0.168
1973-12-08 00:00:00	0.096
1973-12-09 00:00:00	0.36
1973-12-10 00:00:00	0.216
1973-12-11 00:00:00	0.24
1973-12-12 00:00:00	0.24
1973-12-13 00:00:00	0.336
1973-12-14 00:00:00	0.072
1973-12-15 00:00:00	0.072
1973-12-16 00:00:00	0.072
1973-12-17 00:00:00	0.12
1973-12-18 00:00:00	0.312
1973-12-19 00:00:00	0.048
1973-12-20 00:00:00	0.072
1973-12-21 00:00:00	0.072
1973-12-22 00:00:00	0.072
1973-12-23 00:00:00	0.072
1973-12-24 00:00:00	0.072
1973-12-25 00:00:00	0.072
1973-12-26 00:00:00	0.072
1973-12-27 00:00:00	0.072
1973-12-28 00:00:00	0.456
1973-12-29 00:00:00	0.072
1973-12-30 00:00:00	0.072
1973-12-31 00:00:00	0.432
1974-01-01 00:00:00	0.024
1974-01-02 00:00:00	0.072
1974-01-03 00:00:00	0.072
1974-01-04 00:00:00	0.072
1974-01-05 00:00:00	0.072
1974-01-06 00:00:00	0.072
1974-01-07 00:00:00	0.072
1974-01-08 00:00:00	0.072
1974-01-09 00:00:00	0.072
1974-01-10 00:00:00	0.072
1974-01-11 00:00:00	0.072
1974-01-12 00:00:00	0.096
1974-01-13 00:00:00	0.096
1974-01-14 00:00:00	0.12
1974-01-15 00:00:00	0.096
1974-01-16 00:00:00	0.336
1974-01-17 00:00:00	0.336
1974-01-18 00:00:00	0.096
1974-01-19 00:00:00	0.12
1974-01-20 00:00:00	0.384
1974-01-21 00:00:00	0.192
1974-01-22 00:00:00	0.336
1974-01-23 00:00:00	0.096
1974-01-24 00:00:00	0.168
1974-01-25 00:00:00	0.12
1974-01-26 00:00:00	0.264
1974-01-27 00:00:00	0.12
1974-01-28 00:00:00	0.12
1974-01-29 00:00:00	0.12
1974-01-30 00:00:00	0.288
1974-01-31 00:00:00	0.456
1974-02-01 00:00:00	0.168
1974-02-02 00:00:00	0.336
1974-02-03 00:00:00	0.24
1974-02-04 00:00:00	0.264
1974-02-05 00:00:00	0.192
1974-02-06 00:00:00	0.192
1974-02-07 00:00:00	0.192
1974-02-08 00:00:00	0.768
1974-02-09 00:00:00	0.216
1974-02-10 00:00:00	0.264
1974-02-11 00:00:00	0.24
1974-02-12 00:00:00	0.264
1974-02-13 00:00:00	0.696
1974-02-14 00:00:00	0.24
1974-02-15 00:00:00	0.96
1974-02-16 00:00:00	0.24
1974-02-17 00:00:00	0.24
1974-02-18 00:00:00	0.24
1974-02-19 00:00:00	0.96
1974-02-20 00:00:00	0.336
1974-02-21 00:00:00	0.288
1974-02-22 00:00:00	0.432
1974-02-23 00:00:00	1.44
1974-02-24 00:00:00	1.104
1974-02-25 00:00:00	0.312
1974-02-26 00:00:00	0.312
1974-02-27 00:00:00	0.768
1974-02-28 00:00:00	1.224
1974-03-01 00:00:00	1.248
1974-03-02 00:00:00	0.36
1974-03-03 00:00:00	0.36
1974-03-04 00:00:00	0.528
1974-03-05 00:00:00	0.456
1974-03-06 00:00:00	0.36
1974-03-07 00:00:00	0.912
1974-03-08 00:00:00	0.576
1974-03-09 00:00:00	1.08
1974-03-10 00:00:00	1.56
1974-03-11 00:00:00	0.6
1974-03-12 00:00:00	1.536
1974-03-13 00:00:00	1.416
1974-03-14 00:00:00	1.44
1974-03-15 00:00:00	0.84
1974-03-16 00:00:00	0.456
1974-03-17 00:00:00	0.504
1974-03-18 00:00:00	0.504
1974-03-19 00:00:00	1.704
1974-03-20 00:00:00	0.552
1974-03-21 00:00:00	1.008
1974-03-22 00:00:00	1.128
1974-03-23 00:00:00	2.256
1974-03-24 00:00:00	2.352
1974-03-25 00:00:00	2.304
1974-03-26 00:00:00	2.4
1974-03-27 00:00:00	2.472
1974-03-28 00:00:00	2.28
1974-03-29 00:00:00	2.472
1974-03-30 00:00:00	2.616
1974-03-31 00:00:00	2.544
1974-04-01 00:00:00	2.592
1974-04-02 00:00:00	2.16
1974-04-03 00:00:00	1.68
1974-04-04 00:00:00	2.136
1974-04-05 00:00:00	2.568
1974-04-06 00:00:00	2.88
1974-04-07 00:00:00	3.072
1974-04-08 00:00:00	2.808
1974-04-09 00:00:00	3.216
1974-04-10 00:00:00	3.096
1974-04-11 00:00:00	0.864
1974-04-12 00:00:00	2.52
1974-04-13 00:00:00	2.688
1974-04-14 00:00:00	2.256
1974-04-15 00:00:00	3.504
1974-04-16 00:00:00	2.976
1974-04-17 00:00:00	1.776
1974-04-18 00:00:00	2.256
1974-04-19 00:00:00	2.304
1974-04-20 00:00:00	3
1974-04-21 00:00:00	3.456
1974-04-22 00:00:00	3.312
1974-04-23 00:00:00	2.976
1974-04-24 00:00:00	2.88
1974-04-25 00:00:00	2.712
1974-04-26 00:00:00	2.424
1974-04-27 00:00:00	3.264
1974-04-28 00:00:00	3.144
1974-04-29 00:00:00	3.96
1974-04-30 00:00:00	3.84
1974-05-01 00:00:00	1.68
1974-05-02 00:00:00	1.2
1974-05-03 00:00:00	2.544
1974-05-04 00:00:00	1.512
1974-05-05 00:00:00	3
1974-05-06 00:00:00	2.112
1974-05-07 00:00:00	3.408
1974-05-08 00:00:00	2.016
1974-05-09 00:00:00	2.976
1974-05-10 00:00:00	4.248
1974-05-11 00:00:00	3.432
1974-05-12 00:00:00	3.6
1974-05-13 00:00:00	3.192
1974-05-14 00:00:00	3.888
1974-05-15 00:00:00	4.44
1974-05-16 00:00:00	3.6
1974-05-17 00:00:00	3.768
1974-05-18 00:00:00	4.728
1974-05-19 00:00:00	4.368
1974-05-20 00:00:00	1.536
1974-05-21 00:00:00	3.624
1974-05-22 00:00:00	4.296
1974-05-23 00:00:00	3.12
1974-05-24 00:00:00	4.608
1974-05-25 00:00:00	4.128
1974-05-26 00:00:00	1.68
1974-05-27 00:00:00	2.136
1974-05-28 00:00:00	2.568
1974-05-29 00:00:00	3.048
1974-05-30 00:00:00	3.72
1974-05-31 00:00:00	4.008
1974-06-01 00:00:00	2.064
1974-06-02 00:00:00	1.824
1974-06-03 00:00:00	4.176
1974-06-04 00:00:00	3.408
1974-06-05 00:00:00	3.912
1974-06-06 00:00:00	3
1974-06-07 00:00:00	3.408
1974-06-08 00:00:00	2.808
1974-06-09 00:00:00	4.104
1974-06-10 00:00:00	3.264
1974-06-11 00:00:00	2.472
1974-06-12 00:00:00	4.512
1974-06-13 00:00:00	5.472
1974-06-14 00:00:00	3.576
1974-06-15 00:00:00	5.232
1974-06-16 00:00:00	3.096
1974-06-17 00:00:00	3.936
1974-06-18 00:00:00	4.272
1974-06-19 00:00:00	4.128
1974-06-20 00:00:00	5.064
1974-06-21 00:00:00	5.136
1974-06-22 00:00:00	4.656
1974-06-23 00:00:00	5.304
1974-06-24 00:00:00	5.616
1974-06-25 00:00:00	4.776
1974-06-26 00:00:00	4.824
1974-06-27 00:00:00	5.112
1974-06-28 00:00:00	2.472
1974-06-29 00:00:00	2.568
1974-06-30 00:00:00	4.224
1974-07-01 00:00:00	2.808
1974-07-02 00:00:00	4.056
1974-07-03 00:00:00	1.488
1974-07-04 00:00:00	3.408
1974-07-05 00:00:00	4.104
1974-07-06 00:00:00	1.848
1974-07-07 00:00:00	4.992
1974-07-08 00:00:00	5.256
1974-07-09 00:00:00	2.592
1974-07-10 00:00:00	3.96
1974-07-11 00:00:00	2.064
1974-07-12 00:00:00	4.2
1974-07-13 00:00:00	4.44
1974-07-14 00:00:00	2.472
1974-07-15 00:00:00	3.168
1974-07-16 00:00:00	1.752
1974-07-17 00:00:00	3.096
1974-07-18 00:00:00	4.824
1974-07-19 00:00:00	4.944
1974-07-20 00:00:00	2.424
1974-07-21 00:00:00	2.832
1974-07-22 00:00:00	1.92
1974-07-23 00:00:00	3.456
1974-07-24 00:00:00	2.184
1974-07-25 00:00:00	4.248
1974-07-26 00:00:00	4.512
1974-07-27 00:00:00	3.768
1974-07-28 00:00:00	3.6
1974-07-29 00:00:00	3.744
1974-07-30 00:00:00	3.192
1974-07-31 00:00:00	3.624
1974-08-01 00:00:00	3.096
1974-08-02 00:00:00	3
1974-08-03 00:00:00	4.128
1974-08-04 00:00:00	4.488
1974-08-05 00:00:00	3.432
1974-08-06 00:00:00	4.704
1974-08-07 00:00:00	4.656
1974-08-08 00:00:00	3.696
1974-08-09 00:00:00	1.44
1974-08-10 00:00:00	3.072
1974-08-11 00:00:00	1.776
1974-08-12 00:00:00	3.12
1974-08-13 00:00:00	2.448
1974-08-14 00:00:00	2.328
1974-08-15 00:00:00	3.12
1974-08-16 00:00:00	2.424
1974-08-17 00:00:00	3.216
1974-08-18 00:00:00	3.456
1974-08-19 00:00:00	4.272
1974-08-20 00:00:00	4.056
1974-08-21 00:00:00	3.672
1974-08-22 00:00:00	3.864
1974-08-23 00:00:00	2.4
1974-08-24 00:00:00	2.592
1974-08-25 00:00:00	2.208
1974-08-26 00:00:00	2.616
1974-08-27 00:00:00	2.688
1974-08-28 00:00:00	3.408
1974-08-29 00:00:00	3.792
1974-08-30 00:00:00	4.032
1974-08-31 00:00:00	3.744
1974-09-01 00:00:00	3.072
1974-09-02 00:00:00	3.168
1974-09-03 00:00:00	1.56
1974-09-04 00:00:00	1.704
1974-09-05 00:00:00	0.96
1974-09-06 00:00:00	2.328
1974-09-07 00:00:00	2.16
1974-09-08 00:00:00	2.016
1974-09-09 00:00:00	1.848
1974-09-10 00:00:00	2.664
1974-09-11 00:00:00	2.16
1974-09-12 00:00:00	2.136
1974-09-13 00:00:00	0.864
1974-09-14 00:00:00	1.536
1974-09-15 00:00:00	2.088
1974-09-16 00:00:00	2.064
1974-09-17 00:00:00	1.128
1974-09-18 00:00:00	2.376
1974-09-19 00:00:00	1.632
1974-09-20 00:00:00	2.352
1974-09-21 00:00:00	0.744
1974-09-22 00:00:00	1.344
1974-09-23 00:00:00	1.248
1974-09-24 00:00:00	1.272
1974-09-25 00:00:00	1.776
1974-09-26 00:00:00	1.656
1974-09-27 00:00:00	1.752
1974-09-28 00:00:00	0.912
1974-09-29 00:00:00	1.2
1974-09-30 00:00:00	1.488
1974-10-01 00:00:00	1.872
1974-10-02 00:00:00	1.272
1974-10-03 00:00:00	0.528
1974-10-04 00:00:00	1.992
1974-10-05 00:00:00	0.768
1974-10-06 00:00:00	0.864
1974-10-07 00:00:00	0.528
1974-10-08 00:00:00	0.528
1974-10-09 00:00:00	0.528
1974-10-10 00:00:00	0.432
1974-10-11 00:00:00	0.744
1974-10-12 00:00:00	1.008
1974-10-13 00:00:00	0.72
1974-10-14 00:00:00	0.36
1974-10-15 00:00:00	1.152
1974-10-16 00:00:00	1.224
1974-10-17 00:00:00	0.864
1974-10-18 00:00:00	0.912
1974-10-19 00:00:00	0.36
1974-10-20 00:00:00	1.224
1974-10-21 00:00:00	0.84
1974-10-22 00:00:00	0.336
1974-10-23 00:00:00	0.336
1974-10-24 00:00:00	0.312
1974-10-25 00:00:00	0.96
1974-10-26 00:00:00	1.056
1974-10-27 00:00:00	0.72
1974-10-28 00:00:00	0.312
1974-10-29 00:00:00	0.384
1974-10-30 00:00:00	0.336
1974-10-31 00:00:00	0.288
1974-11-01 00:00:00	0.24
1974-11-02 00:00:00	0.24
1974-11-03 00:00:00	0.216
1974-11-04 00:00:00	0.216
1974-11-05 00:00:00	0.696
1974-11-06 00:00:00	0.216
1974-11-07 00:00:00	0.672
1974-11-08 00:00:00	0.192
1974-11-09 00:00:00	0.216
1974-11-10 00:00:00	0.24
1974-11-11 00:00:00	0.192
1974-11-12 00:00:00	0.504
1974-11-13 00:00:00	0.696
1974-11-14 00:00:00	0.192
1974-11-15 00:00:00	0.192
1974-11-16 00:00:00	0.192
1974-11-17 00:00:00	0.72
1974-11-18 00:00:00	0.168
1974-11-19 00:00:00	0.168
1974-11-20 00:00:00	0.192
1974-11-21 00:00:00	0.12
1974-11-22 00:00:00	0.12
1974-11-23 00:00:00	0.12
1974-11-24 00:00:00	0.12
1974-11-25 00:00:00	0.288
1974-11-26 00:00:00	0.216
1974-11-27 00:00:00	0.168
1974-11-28 00:00:00	0.096
1974-11-29 00:00:00	0.336
1974-11-30 00:00:00	0.336
1974-12-01 00:00:00	0.072
1974-12-02 00:00:00	0.096
1974-12-03 00:00:00	0.528
1974-12-04 00:00:00	0.096
1974-12-05 00:00:00	0.432
1974-12-06 00:00:00	0.504
1974-12-07 00:00:00	0.096
1974-12-08 00:00:00	0.096
1974-12-09 00:00:00	0.168
1974-12-10 00:00:00	0.072
1974-12-11 00:00:00	0.072
1974-12-12 00:00:00	0.528
1974-12-13 00:00:00	0.432
1974-12-14 00:00:00	0.072
1974-12-15 00:00:00	0.264
1974-12-16 00:00:00	0.096
1974-12-17 00:00:00	0.192
1974-12-18 00:00:00	0.096
1974-12-19 00:00:00	0.264
1974-12-20 00:00:00	0.072
1974-12-21 00:00:00	0.072
1974-12-22 00:00:00	0.072
1974-12-23 00:00:00	0.072
1974-12-24 00:00:00	0.072
1974-12-25 00:00:00	0.24
1974-12-26 00:00:00	0.072
1974-12-27 00:00:00	0.072
1974-12-28 00:00:00	0.072
1974-12-29 00:00:00	0.168
1974-12-30 00:00:00	0.24
1974-12-31 00:00:00	0.072
1975-01-01 00:00:00	0.048
1975-01-02 00:00:00	0.072
1975-01-03 00:00:00	0.072
1975-01-04 00:00:00	0.168
1975-01-05 00:00:00	0.096
1975-01-06 00:00:00	0.096
1975-01-07 00:00:00	0.288
1975-01-08 00:00:00	0.552
1975-01-09 00:00:00	0.072
1975-01-10 00:00:00	0.336
1975-01-11 00:00:00	0.096
1975-01-12 00:00:00	0.096
1975-01-13 00:00:00	0.24
1975-01-14 00:00:00	0.552
1975-01-15 00:00:00	0.096
1975-01-16 00:00:00	0.096
1975-01-17 00:00:00	0.192
1975-01-18 00:00:00	0.24
1975-01-19 00:00:00	0.096
1975-01-20 00:00:00	0.12
1975-01-21 00:00:00	0.336
1975-01-22 00:00:00	0.096
1975-01-23 00:00:00	0.36
1975-01-24 00:00:00	0.192
1975-01-25 00:00:00	0.216
1975-01-26 00:00:00	0.432
1975-01-27 00:00:00	0.12
1975-01-28 00:00:00	0.12
1975-01-29 00:00:00	0.12
1975-01-30 00:00:00	0.12
1975-01-31 00:00:00	0.168
1975-02-01 00:00:00	0.528
1975-02-02 00:00:00	0.216
1975-02-03 00:00:00	0.432
1975-02-04 00:00:00	0.192
1975-02-05 00:00:00	0.192
1975-02-06 00:00:00	0.192
1975-02-07 00:00:00	0.864
1975-02-08 00:00:00	0.672
1975-02-09 00:00:00	0.192
1975-02-10 00:00:00	0.192
1975-02-11 00:00:00	0.192
