#Modfied: first line commented out and tabs replaced by commas.
#Mid-estuary - undredged velocity mag,Upstream - undredged velocity mag,Berth - undredged velocity mag,Inlet - undredged velocity mag,Mid-estuary - undredged water surface elevation,Upstream - undredged water surface elevation,Berth - undredged water surface elevation,Inlet - undredged water surface elevation,Mid-estuary - dredged velocity mag,Upstream - dredged velocity mag,Berth - dredged velocity mag,Inlet - dredged velocity mag,Mid-estuary - dredged water surface elevation,Upstream - dredged water surface elevation,Berth - dredged water surface elevation,Inlet - dredged water surface elevation,Mid-estuary - Delta vel magnitude,Upstream - Delta vel magnitude,Berth - Delta vel magnitude,Inlet - Delta vel magnitude,Mid-estuary - Delta water surf elevation,Upstream - Delta water surf elevation,Berth - Delta water surf elevation,Inlet - Delta water surf elevation
10.250, 0.557,10.250, 0.032,10.250, 0.280,10.250, 0.283,10.250, -0.303,10.250, -0.213,10.250, -0.318,10.250, -0.328,10.250, 0.561,10.250, 0.032,10.250, 0.151,10.250, 0.191,10.250, -0.314,10.250, -0.223,10.250, -0.322,10.250, -0.328,10.250, 0.004,10.250, 0.000,10.250, -0.129,10.250, -0.092,10.250, -0.011,10.250, -0.010,10.250, -0.005,10.250, 0.001
10.500, 0.535,10.500, 0.030,10.500, 0.270,10.500, 0.274,10.500, -0.387,10.500, -0.304,10.500, -0.402,10.500, -0.412,10.500, 0.537,10.500, 0.030,10.500, 0.143,10.500, 0.183,10.500, -0.398,10.500, -0.314,10.500, -0.407,10.500, -0.412,10.500, 0.002,10.500, 0.000,10.500, -0.127,10.500, -0.091,10.500, -0.011,10.500, -0.010,10.500, -0.005,10.500, 0.001
10.750, 0.508,10.750, 0.029,10.750, 0.255,10.750, 0.254,10.750, -0.465,10.750, -0.387,10.750, -0.478,10.750, -0.486,10.750, 0.507,10.750, 0.029,10.750, 0.132,10.750, 0.167,10.750, -0.475,10.750, -0.397,10.750, -0.482,10.750, -0.486,10.750, -0.001,10.750, -0.000,10.750, -0.123,10.750, -0.086,10.750, -0.010,10.750, -0.010,10.750, -0.004,10.750, 0.001
11.000, 0.461,11.000, 0.027,11.000, 0.229,11.000, 0.218,11.000, -0.527,11.000, -0.464,11.000, -0.537,11.000, -0.541,11.000, 0.456,11.000, 0.027,11.000, 0.117,11.000, 0.141,11.000, -0.534,11.000, -0.473,11.000, -0.539,11.000, -0.540,11.000, -0.006,11.000, -0.000,11.000, -0.113,11.000, -0.077,11.000, -0.007,11.000, -0.009,11.000, -0.003,11.000, 0.000
11.250, 0.396,11.250, 0.024,11.250, 0.197,11.250, 0.184,11.250, -0.574,11.250, -0.531,11.250, -0.580,11.250, -0.583,11.250, 0.387,11.250, 0.024,11.250, 0.098,11.250, 0.119,11.250, -0.579,11.250, -0.540,11.250, -0.582,11.250, -0.583,11.250, -0.009,11.250, -0.000,11.250, -0.099,11.250, -0.066,11.250, -0.005,11.250, -0.008,11.250, -0.002,11.250, 0.000
11.500, 0.331,11.500, 0.020,11.500, 0.168,11.500, 0.159,11.500, -0.614,11.500, -0.587,11.500, -0.619,11.500, -0.622,11.500, 0.321,11.500, 0.020,11.500, 0.082,11.500, 0.102,11.500, -0.618,11.500, -0.594,11.500, -0.621,11.500, -0.621,11.500, -0.010,11.500, -0.001,11.500, -0.086,11.500, -0.057,11.500, -0.004,11.500, -0.007,11.500, -0.002,11.500, 0.000
11.750, 0.269,11.750, 0.017,11.750, 0.137,11.750, 0.125,11.750, -0.648,11.750, -0.631,11.750, -0.651,11.750, -0.650,11.750, 0.257,11.750, 0.016,11.750, 0.065,11.750, 0.078,11.750, -0.651,11.750, -0.636,11.750, -0.651,11.750, -0.650,11.750, -0.012,11.750, -0.001,11.750, -0.072,11.750, -0.047,11.750, -0.002,11.750, -0.005,11.750, -0.001,11.750, 0.000
12.000, 0.191,12.000, 0.013,12.000, 0.096,12.000, 0.078,12.000, -0.666,12.000, -0.666,12.000, -0.665,12.000, -0.661,12.000, 0.176,12.000, 0.013,12.000, 0.044,12.000, 0.047,12.000, -0.666,12.000, -0.668,12.000, -0.664,12.000, -0.661,12.000, -0.015,12.000, -0.001,12.000, -0.052,12.000, -0.032,12.000, 0.000,12.000, -0.003,12.000, 0.001,12.000, 0.000
12.250, 0.074,12.250, 0.008,12.250, 0.033,12.250, 0.012,12.250, -0.661,12.250, -0.687,12.250, -0.654,12.250, -0.646,12.250, 0.055,12.250, 0.007,12.250, 0.012,12.250, 0.002,12.250, -0.659,12.250, -0.687,12.250, -0.652,12.250, -0.646,12.250, -0.019,12.250, -0.001,12.250, -0.022,12.250, -0.009,12.250, 0.003,12.250, -0.000,12.250, 0.002,12.250, 0.000
12.500, 0.102,12.500, 0.002,12.500, 0.058,12.500, 0.074,12.500, -0.631,12.500, -0.686,12.500, -0.617,12.500, -0.605,12.500, 0.122,12.500, 0.003,12.500, 0.034,12.500, 0.056,12.500, -0.626,12.500, -0.684,12.500, -0.613,12.500, -0.604,12.500, 0.020,12.500, 0.001,12.500, -0.024,12.500, -0.018,12.500, 0.005,12.500, 0.003,12.500, 0.004,12.500, 0.001
12.750, 0.284,12.750, 0.014,12.750, 0.149,12.750, 0.152,12.750, -0.583,12.750, -0.655,12.750, -0.561,12.750, -0.548,12.750, 0.301,12.750, 0.015,12.750, 0.080,12.750, 0.109,12.750, -0.577,12.750, -0.649,12.750, -0.555,12.750, -0.547,12.750, 0.016,12.750, 0.001,12.750, -0.069,12.750, -0.043,12.750, 0.007,12.750, 0.006,12.750, 0.007,12.750, 0.001
13.000, 0.409,13.000, 0.022,13.000, 0.207,13.000, 0.200,13.000, -0.526,13.000, -0.596,13.000, -0.497,13.000, -0.485,13.000, 0.418,13.000, 0.023,13.000, 0.111,13.000, 0.140,13.000, -0.518,13.000, -0.587,13.000, -0.489,13.000, -0.483,13.000, 0.009,13.000, 0.000,13.000, -0.096,13.000, -0.060,13.000, 0.008,13.000, 0.008,13.000, 0.008,13.000, 0.002
13.250, 0.478,13.250, 0.025,13.250, 0.240,13.250, 0.238,13.250, -0.454,13.250, -0.520,13.250, -0.421,13.250, -0.406,13.250, 0.483,13.250, 0.025,13.250, 0.130,13.250, 0.167,13.250, -0.445,13.250, -0.511,13.250, -0.412,13.250, -0.404,13.250, 0.005,13.250, 0.000,13.250, -0.111,13.250, -0.070,13.250, 0.009,13.250, 0.009,13.250, 0.010,13.250, 0.002
13.500, 0.537,13.500, 0.026,13.500, 0.271,13.500, 0.280,13.500, -0.360,13.500, -0.437,13.500, -0.320,13.500, -0.302,13.500, 0.541,13.500, 0.027,13.500, 0.149,13.500, 0.199,13.500, -0.349,13.500, -0.426,13.500, -0.309,13.500, -0.299,13.500, 0.004,13.500, 0.000,13.500, -0.122,13.500, -0.081,13.500, 0.011,13.500, 0.010,13.500, 0.012,13.500, 0.003
